
36	2.074	2.074	14.329	0.128	-172.8	0.029	97.7	0.001	-58.2	2.326
37	2.126	2.126	13.636	0.115	-172.3	0.027	98.1	0.001	-107.2	1.857
38	2.178	2.178	12.992	0.104	-174.5	0.025	95.9	0.001	-139.5	1.579
39	2.230	2.230	12.392	0.092	-178.1	0.021	92.1	0.001	-171.0	1.239
40	2.282	2.282	11.833	0.079	178.4	0.016	88.5	0.001	138.4	0.971
41	2.334	2.334	11.311	0.063	176.6	0.011	86.5	0.001	89.0	0.837
42	2.386	2.386	10.823	0.050	177.6	0.007	87.6	0.001	53.1	0.676
43	2.438	2.438	10.366	0.040	-178.6	0.004	91.5	0.000	-8.1	0.504
44	2.490	2.490	9.937	0.036	-175.1	0.002	95.2	0.000	-68.9	0.374
45	2.542	2.542	9.534	0.034	-174.7	0.000	-84.3	0.000	-100.3	0.288
46	2.594	2.594	9.155	0.031	-177.3	0.001	-87.1	0.000	-157.2	0.223
47	2.646	2.646	8.798	0.026	178.1	0.002	-92.0	0.000	134.3	0.195
48	2.698	2.698	8.462	0.019	172.7	0.002	-97.5	0.000	103.3	0.153
49	2.750	2.750	8.145	0.014	171.2	0.002	-98.9	0.000	32.4	0.104
50	2.803	2.803	7.845	0.011	178.7	0.002	-91.0	0.000	-30.0	0.084
51	2.855	2.855	7.562	0.011	-171.9	0.001	-81.4	0.000	-54.2	0.064
52	2.907	2.907	7.293	0.010	-171.5	0.001	-81.4	0.000	-149.6	0.052
